50 
1  984  918  852  
2  983  522  362  
3  928  999  995  
4  891  119  73  
5  879  695  821  
6  870  745  244  
7  852  541  131  
8  840  946  984  
9  837  990  636  
10  829  643  679  
11  803  520  515  
12  799  869  253  
13  779  127  844  
14  772  451  780  
15  770  116  971  
16  747  976  656  
17  727  901  746  
18  727  278  574  
19  716  754  597  
20  709  554  808  
21  706  488  399  
22  643  891  164  
23  560  108  535  
24  518  511  226  
25  509  221  817  
26  487  141  271  
27  451  802  820  
28  423  124  693  
29  381  687  209  
30  369  752  941  
31  357  998  472  
32  356  586  36  
33  326  314  609  
34  321  621  711  
35  281  329  806  
36  262  434  607  
37  260  866  538  
38  248  162  25  
39  224  333  874  
40  204  221  353  
41  107  340  275  
42  104  28  84  
43  104  572  364  
44  95  770  10  
45  77  58  143  
46  70  648  547  
47  64  154  162  
48  63  563  53  
49  55  966  93  
50  54  19  576  
