30 
1  896  14  100  
2  895  354  647  
3  865  144  341  
4  841  732  861  
5  780  993  553  
6  747  123  383  
7  741  104  519  
8  643  334  385  
9  640  407  897  
10  602  713  213  
11  598  892  498  
12  596  875  63  
13  558  60  600  
14  527  391  992  
15  508  961  778  
16  496  294  373  
17  454  259  898  
18  454  876  187  
19  453  203  387  
20  414  214  790  
21  392  432  246  
22  338  599  693  
23  336  479  478  
24  259  326  126  
25  213  605  412  
26  208  767  661  
27  182  798  669  
28  174  333  908  
29  78  840  177  
30  76  411  109  
