30 
1  964  107  99  763  
2  958  319  70  526  
3  895  71  159  921  
4  881  684  837  6  
5  792  594  284  265  
6  720  45  881  497  
7  695  256  676  383  
8  663  569  371  480  
9  639  667  590  132  
10  577  222  825  387  
11  545  697  771  85  
12  536  424  434  604  
13  524  315  259  875  
14  492  54  975  410  
15  491  309  490  694  
16  488  317  570  609  
17  418  369  951  153  
18  410  931  417  133  
19  300  914  610  133  
20  285  299  892  475  
21  262  301  983  123  
22  250  243  975  315  
23  249  387  805  499  
24  232  991  304  111  
25  223  390  911  406  
26  218  503  555  756  
27  175  390  942  376  
28  162  486  885  427  
29  112  126  945  750  
30  46  950  230  785  
