30 
1  991  932  936  913  
2  965  937  980  934  
3  957  963  915  900  
4  930  980  969  951  
5  929  903  897  818  
6  811  740  611  735  
7  798  358  763  450  
8  724  309  464  593  
9  720  713  749  841  
10  689  589  642  836  
11  685  803  781  878  
12  651  730  480  697  
13  613  766  823  644  
14  610  934  937  993  
15  602  478  667  700  
16  540  487  385  511  
17  530  301  240  209  
18  517  272  761  717  
19  504  551  553  193  
20  391  586  544  451  
21  374  280  395  402  
22  338  529  464  256  
23  330  794  463  909  
24  288  34  29  237  
25  227  335  684  568  
26  119  99  82  39  
27  118  148  588  385  
28  81  285  245  92  
29  68  205  284  592  
30  34  80  34  42  
