30 
1  985  149  126  
2  941  83  416  
3  924  416  81  
4  886  125  476  
5  838  151  539  
6  801  94  683  
7  783  427  222  
8  774  577  162  
9  738  966  9  
10  732  553  219  
11  675  141  749  
12  660  432  420  
13  659  714  153  
14  635  387  442  
15  477  69  939  
16  459  240  758  
17  456  454  592  
18  451  236  800  
19  439  371  679  
20  424  88  936  
21  398  416  702  
22  350  421  767  
23  334  627  511  
24  323  843  289  
25  252  343  861  
26  235  255  931  
27  217  665  633  
28  128  976  207  
29  115  995  109  
30  68  678  862  
