40 
1  992  6  767  277  
2  984  241  294  153  
3  947  538  383  89  
4  941  771  296  61  
5  910  211  300  522  
6  867  483  829  23  
7  861  773  236  131  
8  826  409  136  638  
9  744  861  608  26  
10  737  439  645  202  
11  733  21  659  833  
12  662  52  650  783  
13  657  372  751  210  
14  657  339  45  962  
15  652  225  797  393  
16  573  354  750  276  
17  566  65  162  991  
18  557  335  369  747  
19  555  445  950  49  
20  502  336  561  609  
21  489  254  926  229  
22  485  129  891  481  
23  453  574  125  892  
24  429  708  583  276  
25  424  338  48  990  
26  389  105  902  517  
27  362  802  653  165  
28  358  725  786  136  
29  336  117  822  813  
30  327  537  770  404  
31  313  584  893  160  
32  305  568  94  952  
33  230  232  830  774  
34  186  953  601  157  
35  160  651  158  961  
36  118  875  595  507  
37  91  509  450  936  
38  67  686  598  832  
39  7  895  641  802  
40  5  888  923  562  
