50 
1  985  395  122  503  219  
2  947  554  201  246  414  
3  945  120  82  574  746  
4  944  227  22  845  686  
5  907  608  862  46  191  
6  907  956  33  101  517  
7  895  626  88  711  233  
8  882  81  853  298  389  
9  866  90  381  355  852  
10  862  297  985  294  18  
11  852  659  64  225  822  
12  832  155  128  438  936  
13  829  313  18  825  749  
14  823  886  57  314  475  
15  775  522  292  419  521  
16  774  413  784  324  174  
17  730  585  85  272  847  
18  713  719  86  317  705  
19  705  12  845  933  263  
20  692  315  688  133  744  
21  683  463  535  466  368  
22  653  888  695  139  154  
23  598  353  887  11  900  
24  547  293  802  467  413  
25  547  737  62  923  295  
26  538  27  717  612  833  
27  496  659  458  635  208  
28  481  318  757  596  305  
29  438  218  765  877  184  
30  398  955  278  910  11  
31  383  290  614  633  616  
32  354  573  376  433  744  
33  319  345  86  989  527  
34  310  32  813  499  930  
35  295  187  973  393  378  
36  239  247  435  218  993  
37  209  246  705  731  613  
38  200  751  720  497  325  
39  164  293  504  953  449  
40  144  796  70  585  935  
41  122  381  789  339  860  
42  110  966  658  470  197  
43  101  695  649  635  483  
44  72  746  516  323  892  
45  70  470  803  692  606  
46  64  327  691  488  916  
47  45  264  902  898  379  
48  45  717  350  822  712  
49  19  982  426  340  668  
50  12  813  424  702  871  
