40 
1  966  738  982  903  
2  939  731  705  901  
3  934  905  720  924  
4  925  788  878  967  
5  907  783  388  586  
6  905  967  636  665  
7  844  870  989  748  
8  808  204  849  415  
9  793  966  962  892  
10  702  877  836  379  
11  701  116  942  871  
12  696  284  623  541  
13  665  944  800  833  
14  662  768  919  913  
15  632  511  846  911  
16  622  85  6  34  
17  569  456  694  677  
18  539  544  904  897  
19  527  537  286  246  
20  496  992  916  268  
21  475  465  679  46  
22  454  852  739  216  
23  408  405  166  93  
24  404  59  624  311  
25  397  661  636  246  
26  391  599  365  20  
27  388  745  416  219  
28  350  664  891  853  
29  347  498  384  716  
30  339  166  176  689  
31  281  492  281  598  
32  279  290  427  39  
33  250  142  237  196  
34  214  922  123  198  
35  173  55  79  490  
36  77  720  236  124  
37  64  66  259  173  
38  44  169  186  536  
39  11  338  178  512  
40  5  162  4  206  
