40 
1  989  440  281  63  538  
2  952  18  758  574  341  
3  951  307  233  105  790  
4  945  436  685  493  22  
5  934  48  148  787  620  
6  865  614  63  753  295  
7  843  300  834  25  689  
8  841  647  872  277  31  
9  831  4  786  380  917  
10  816  766  541  43  520  
11  799  498  48  806  541  
12  794  704  65  509  588  
13  789  570  700  555  44  
14  779  22  987  670  76  
15  745  672  70  625  516  
16  713  744  541  371  188  
17  702  281  364  858  252  
18  680  654  234  952  34  
19  674  552  134  224  898  
20  653  866  125  318  591  
21  636  237  121  537  936  
22  602  816  815  167  149  
23  600  138  793  184  841  
24  583  237  805  192  689  
25  560  880  111  545  468  
26  539  171  866  603  359  
27  394  538  592  329  633  
28  381  720  823  252  323  
29  354  605  104  790  709  
30  349  854  111  446  799  
31  330  949  274  654  138  
32  320  743  474  804  154  
33  290  942  287  786  94  
34  210  426  209  496  963  
35  178  324  590  181  984  
36  171  983  86  553  519  
37  118  140  700  998  106  
38  54  448  997  738  56  
39  39  847  914  441  311  
40  10  299  896  543  927  
