20 
1  916  419  712  113  283  
2  890  393  560  84  535  
3  890  304  183  735  311  
4  887  669  162  545  178  
5  879  287  388  196  705  
6  843  36  467  388  864  
7  822  224  88  831  613  
8  759  842  272  700  54  
9  686  6  918  912  228  
10  676  194  916  49  775  
11  663  725  251  657  213  
12  644  312  970  108  308  
13  567  148  700  732  421  
14  313  218  401  758  761  
15  298  834  959  361  32  
16  202  774  629  385  532  
17  178  874  137  268  913  
18  124  428  990  270  434  
19  109  993  530  394  147  
20  18  597  870  894  284  
