30 
1  982  799  923  935  
2  930  890  920  991  
3  928  726  907  811  
4  898  819  923  975  
5  879  836  860  854  
6  873  916  953  887  
7  868  728  601  372  
8  853  938  701  774  
9  850  789  976  864  
10  774  576  718  697  
11  748  855  912  748  
12  740  650  804  782  
13  729  884  852  893  
14  599  448  262  586  
15  545  879  902  779  
16  531  431  458  337  
17  513  808  625  334  
18  449  713  407  327  
19  377  375  552  247  
20  327  584  466  483  
21  321  311  149  477  
22  318  459  733  568  
23  242  490  729  326  
24  201  339  239  530  
25  173  371  121  185  
26  168  156  282  190  
27  72  38  111  105  
28  53  414  310  111  
29  30  178  67  18  
30  17  34  22  4  
