50 
1  991  424  73  215  
2  991  844  47  55  
3  967  27  288  761  
4  966  70  105  798  
5  962  159  32  847  
6  960  369  7  848  
7  954  337  141  503  
8  952  308  815  21  
9  947  370  877  8  
10  913  247  901  29  
11  898  457  127  420  
12  897  666  918  2  
13  880  597  118  485  
14  869  1  810  996  
15  751  415  846  56  
16  747  61  599  758  
17  683  447  660  249  
18  669  191  832  339  
19  647  77  748  689  
20  639  799  615  69  
21  620  455  755  191  
22  610  576  636  244  
23  596  315  332  758  
24  576  661  646  215  
25  556  27  921  655  
26  532  244  824  334  
27  514  387  874  167  
28  492  812  382  262  
29  469  5  510  995  
30  456  684  494  345  
31  427  313  530  790  
32  410  792  460  261  
33  391  670  545  438  
34  361  975  126  334  
35  354  730  94  840  
36  323  49  995  312  
37  304  76  170  998  
38  296  741  877  108  
39  289  977  306  173  
40  258  446  218  935  
41  204  898  356  489  
42  185  179  947  593  
43  181  954  242  427  
44  156  965  684  102  
45  146  315  892  610  
46  73  877  804  294  
47  61  279  903  817  
48  50  18  932  988  
49  26  82  988  860  
50  11  191  964  942  
