50 
1  992  567  842  178  5  
2  979  80  810  159  313  
3  955  658  144  93  671  
4  935  308  224  754  217  
5  930  510  77  574  370  
6  890  682  689  10  547  
7  830  958  254  115  241  
8  801  740  417  399  180  
9  799  595  89  497  567  
10  783  177  349  374  810  
11  778  435  687  208  399  
12  744  381  574  288  477  
13  673  218  767  323  550  
14  587  647  631  605  138  
15  569  156  129  807  830  
16  564  88  870  852  116  
17  552  306  352  727  606  
18  519  997  223  349  46  
19  492  75  454  816  802  
20  489  662  86  630  741  
21  451  725  773  29  784  
22  392  754  656  205  470  
23  391  710  799  3  943  
24  389  933  96  608  440  
25  318  957  84  539  461  
26  307  698  884  39  741  
27  306  545  719  960  28  
28  306  471  912  339  370  
29  285  308  519  306  939  
30  262  983  10  937  295  
31  256  722  906  325  201  
32  250  121  881  738  551  
33  221  965  66  612  509  
34  168  455  911  850  125  
35  164  265  787  735  587  
36  155  512  825  687  322  
37  150  791  837  78  694  
38  148  247  860  351  811  
39  128  296  644  754  733  
40  125  881  303  410  771  
41  120  900  596  421  414  
42  117  396  754  314  896  
43  109  234  750  918  460  
44  97  935  75  772  725  
45  91  816  295  751  559  
46  78  194  736  634  913  
47  77  782  201  702  895  
48  75  85  648  927  801  
49  64  227  651  960  544  
50  28  846  606  826  330  
