40 
1  989  16  423  
2  966  309  101  
3  947  220  198  
4  921  442  106  
5  909  90  591  
6  882  441  140  
7  771  209  501  
8  768  820  46  
9  746  388  369  
10  731  290  490  
11  695  138  660  
12  678  636  220  
13  636  46  914  
14  582  92  869  
15  506  448  527  
16  473  154  877  
17  473  547  532  
18  463  850  179  
19  436  470  561  
20  427  357  668  
21  398  798  307  
22  378  968  76  
23  375  504  615  
24  360  858  254  
25  287  560  653  
26  283  639  585  
27  262  283  890  
28  226  30  996  
29  210  303  919  
30  189  548  789  
31  144  974  193  
32  140  950  324  
33  132  31  999  
34  124  995  71  
35  92  736  752  
36  67  739  829  
37  31  960  495  
38  17  569  972  
39  15  999  180  
40  15  399  992  
