20 
1  989  594  377  358  34  
2  915  375  973  25  160  
3  877  681  163  625  194  
4  853  418  401  203  563  
5  852  579  221  188  681  
6  708  932  324  51  536  
7  643  790  801  49  362  
8  628  591  918  506  20  
9  621  978  6  964  78  
10  601  794  143  663  345  
11  595  140  797  371  671  
12  595  61  492  137  992  
13  508  407  776  705  120  
14  414  314  756  906  109  
15  392  320  844  192  698  
16  307  320  829  191  826  
17  286  998  420  82  271  
18  189  839  707  274  466  
19  60  371  252  892  899  
20  7  543  935  494  786  
