50 
1  996  795  991  929  957  
2  990  980  973  990  996  
3  984  968  968  988  995  
4  932  861  881  802  825  
5  926  965  912  913  977  
6  878  855  676  656  855  
7  866  802  755  698  841  
8  829  584  639  924  826  
9  824  440  525  634  736  
10  809  746  941  901  796  
11  799  865  821  949  849  
12  729  500  807  671  798  
13  712  925  850  679  902  
14  669  641  654  520  910  
15  653  291  205  396  229  
16  650  937  456  699  896  
17  637  837  889  395  679  
18  599  534  768  458  375  
19  585  118  216  772  376  
20  561  639  715  276  736  
21  550  337  134  523  285  
22  549  490  853  473  631  
23  547  687  643  701  360  
24  545  321  46  86  268  
25  539  543  417  899  518  
26  530  775  359  585  378  
27  507  424  547  529  659  
28  494  470  848  724  595  
29  492  347  112  200  349  
30  456  566  460  757  581  
31  436  404  506  693  447  
32  435  347  206  406  844  
33  361  21  38  72  49  
34  333  72  386  207  346  
35  302  345  210  147  316  
36  278  278  530  367  228  
37  260  460  743  324  383  
38  230  305  362  311  62  
39  195  446  465  545  792  
40  140  251  116  103  232  
41  138  537  201  534  613  
42  129  12  46  36  20  
43  95  139  466  174  137  
44  64  46  11  9  49  
45  60  32  12  59  66  
46  60  178  207  238  258  
47  51  22  79  30  16  
48  45  113  67  25  177  
49  36  82  11  53  23  
50  30  21  83  54  103  
