40 
1  948  858  984  909  
2  945  353  718  586  
3  919  958  881  854  
4  875  731  886  795  
5  871  737  866  460  
6  815  788  785  895  
7  808  932  926  989  
8  802  783  882  753  
9  769  303  414  680  
10  718  668  652  633  
11  675  485  525  416  
12  672  883  777  792  
13  668  428  498  800  
14  574  453  444  437  
15  541  354  437  508  
16  513  764  783  832  
17  446  472  737  771  
18  442  582  321  862  
19  429  523  190  484  
20  399  156  273  399  
21  387  350  482  376  
22  365  511  268  554  
23  362  333  601  517  
24  319  538  592  368  
25  315  322  547  98  
26  312  176  56  464  
27  281  229  44  225  
28  167  377  356  462  
29  159  411  242  566  
30  137  537  578  114  
31  131  252  175  121  
32  120  225  213  140  
33  101  53  204  372  
34  99  37  45  89  
35  93  387  252  349  
36  72  109  259  183  
37  61  50  49  24  
38  46  64  222  422  
39  38  72  184  66  
40  37  203  58  107  
