30 
1  997  217  459  42  
2  981  76  694  145  
3  963  39  403  622  
4  950  478  233  206  
5  948  598  182  147  
6  910  870  19  302  
7  899  60  843  222  
8  888  15  502  865  
9  881  526  885  8  
10  872  2  669  924  
11  715  89  338  884  
12  704  295  64  946  
13  672  692  250  327  
14  599  768  554  164  
15  528  216  799  409  
16  443  185  870  431  
17  375  324  888  373  
18  351  174  986  202  
19  319  705  764  225  
20  308  73  999  99  
21  301  573  859  232  
22  258  340  840  550  
23  220  712  33  984  
24  214  485  310  890  
25  156  888  503  468  
26  97  114  997  387  
27  80  1000  338  12  
28  24  218  836  951  
29  15  191  477  999  
30  3  730  196  999  
