30 
1  999  63  704  38  400  
2  916  239  825  27  597  
3  866  128  859  295  319  
4  837  997  58  22  359  
5  817  251  771  38  815  
6  804  243  272  850  272  
7  667  789  167  158  819  
8  649  80  975  21  839  
9  638  246  740  642  233  
10  552  654  659  466  174  
11  549  279  218  862  535  
12  496  567  104  798  655  
13  486  553  304  92  961  
14  447  875  807  164  191  
15  432  4  513  978  837  
16  417  538  627  525  451  
17  408  438  361  715  628  
18  371  798  244  367  688  
19  335  238  653  978  85  
20  320  963  708  10  656  
21  285  809  163  893  360  
22  284  585  281  395  881  
23  234  350  451  693  781  
24  204  896  236  603  501  
25  183  799  419  835  256  
26  164  586  134  241  997  
27  94  523  816  955  117  
28  63  794  275  667  780  
29  41  991  646  236  399  
30  14  506  889  905  387  
