50 
1  999  2  760  268  
2  999  96  3  886  
3  979  3  707  628  
4  956  38  673  351  
5  952  406  117  425  
6  919  559  602  32  
7  906  400  217  365  
8  877  7  930  437  
9  837  256  591  291  
10  823  92  52  979  
11  810  971  223  26  
12  805  251  331  594  
13  763  868  29  545  
14  754  369  480  436  
15  716  474  207  567  
16  713  101  912  213  
17  612  835  456  118  
18  588  111  388  894  
19  570  88  993  98  
20  546  201  856  355  
21  503  340  99  955  
22  486  64  913  568  
23  426  589  606  380  
24  416  430  676  465  
25  414  853  10  947  
26  396  930  101  492  
27  375  874  8  938  
28  358  221  621  831  
29  355  168  903  522  
30  343  395  727  541  
31  330  277  244  959  
32  300  942  730  50  
33  280  175  971  343  
34  279  35  994  521  
35  260  93  965  553  
36  247  218  519  938  
37  214  473  443  837  
38  201  801  747  272  
39  187  42  693  985  
40  182  674  753  452  
41  179  597  834  459  
42  157  991  287  234  
43  144  394  669  786  
44  67  344  988  391  
45  64  782  788  480  
46  36  629  683  849  
47  33  755  364  933  
48  28  677  984  298  
49  15  370  976  714  
50  13  224  998  577  
