50 
1  986  476  129  176  
2  984  721  479  6  
3  980  120  124  595  
4  961  58  826  132  
5  918  552  69  475  
6  895  106  959  34  
7  892  948  274  12  
8  891  484  424  211  
9  889  618  805  6  
10  887  101  74  922  
11  861  789  154  171  
12  856  900  36  297  
13  829  274  658  207  
14  813  249  799  141  
15  788  704  146  374  
16  772  630  753  33  
17  769  81  591  704  
18  754  89  161  955  
19  752  376  171  751  
20  730  42  916  446  
21  721  455  399  444  
22  715  984  13  343  
23  689  725  365  237  
24  688  978  19  373  
25  665  521  9  973  
26  644  805  739  40  
27  608  52  334  965  
28  555  224  821  427  
29  550  703  102  708  
30  538  346  982  39  
31  404  25  696  961  
32  368  271  958  203  
33  354  173  329  956  
34  331  23  957  761  
35  327  68  969  523  
36  284  273  297  966  
37  248  163  639  910  
38  246  383  992  72  
39  226  570  135  961  
40  212  955  427  278  
41  209  842  632  328  
42  204  714  810  242  
43  180  852  676  244  
44  157  945  270  539  
45  146  660  655  629  
46  144  901  882  76  
47  67  653  564  820  
48  40  920  896  224  
49  37  245  854  914  
50  21  968  787  310  
