30 
1  964  893  562  213  7  
2  890  490  327  233  488  
3  822  65  825  520  320  
4  793  388  350  310  636  
5  747  293  67  761  728  
6  718  14  939  840  170  
7  685  303  39  517  951  
8  663  539  757  237  327  
9  594  712  908  147  124  
10  517  209  796  413  606  
11  497  209  989  181  314  
12  452  504  211  802  530  
13  410  662  920  862  5  
14  352  433  626  527  582  
15  308  884  106  986  85  
16  279  247  880  452  553  
17  279  263  318  871  709  
18  271  942  901  22  492  
19  271  856  597  775  60  
20  258  61  986  761  248  
21  243  927  117  813  308  
22  194  999  726  131  39  
23  135  566  757  719  344  
24  96  273  968  144  914  
25  64  206  936  127  979  
26  62  966  456  424  504  
27  34  883  96  855  792  
28  24  809  265  863  697  
29  5  958  460  478  856  
30  4  988  377  519  772  
