40 
1  931  835  941  837  
2  917  631  744  334  
3  906  940  719  266  
4  893  671  967  264  
5  873  228  716  688  
6  851  681  410  830  
7  835  662  850  837  
8  824  136  407  357  
9  792  709  807  311  
10  763  543  439  931  
11  730  943  940  462  
12  662  521  346  838  
13  633  762  968  709  
14  627  528  814  252  
15  623  919  658  899  
16  594  585  832  791  
17  589  590  570  230  
18  553  212  137  341  
19  534  192  559  522  
20  532  926  899  553  
21  512  695  667  971  
22  506  611  507  715  
23  487  277  159  315  
24  473  923  751  135  
25  465  344  66  90  
26  450  561  23  148  
27  433  101  107  115  
28  433  384  517  568  
29  379  171  365  21  
30  372  38  92  814  
31  354  45  590  361  
32  252  693  516  319  
33  244  543  231  86  
34  243  53  162  825  
35  213  417  351  947  
36  148  623  477  633  
37  127  375  326  60  
38  91  674  863  169  
39  65  793  725  508  
40  62  193  71  536  
