50 
1  979  362  698  397  989  
2  975  640  472  284  345  
3  939  137  582  594  96  
4  936  683  872  215  338  
5  932  375  939  866  680  
6  893  601  937  93  573  
7  891  496  548  185  986  
8  888  752  622  766  167  
9  835  986  277  634  193  
10  830  881  755  270  904  
11  806  864  722  497  117  
12  790  741  137  441  824  
13  726  418  121  956  341  
14  682  99  430  194  83  
15  651  881  847  625  454  
16  562  887  192  260  243  
17  544  754  865  876  380  
18  510  666  820  381  135  
19  507  636  336  531  640  
20  506  872  807  512  545  
21  500  35  607  38  444  
22  494  767  694  188  774  
23  494  855  672  365  841  
24  491  183  469  644  245  
25  470  478  687  63  723  
26  446  627  108  779  187  
27  423  11  61  668  800  
28  398  425  644  348  469  
29  356  460  686  802  349  
30  345  559  72  476  164  
31  343  28  73  949  889  
32  333  245  843  722  624  
33  329  29  620  758  839  
34  304  990  792  502  764  
35  289  731  767  52  899  
36  283  771  730  760  627  
37  272  57  839  59  773  
38  272  190  188  868  912  
39  254  503  741  707  989  
40  215  907  514  289  723  
41  184  851  188  625  971  
42  166  391  566  732  388  
43  151  626  837  896  499  
44  121  213  55  685  173  
45  103  686  942  179  760  
46  82  889  800  566  561  
47  71  293  225  378  288  
48  53  538  677  564  997  
49  35  281  634  331  540  
50  30  275  846  992  392  
