40 
1  962  395  140  613  509  
2  945  568  543  809  839  
3  944  793  827  976  975  
4  924  480  942  889  890  
5  895  363  935  742  667  
6  869  525  719  166  204  
7  859  538  613  583  881  
8  853  278  477  446  763  
9  838  241  209  774  567  
10  807  778  899  925  647  
11  753  843  625  707  912  
12  752  594  898  536  918  
13  748  898  778  547  400  
14  727  580  41  157  736  
15  693  706  123  665  202  
16  687  628  891  577  726  
17  667  569  176  862  839  
18  667  434  777  715  302  
19  618  568  874  214  570  
20  553  612  877  525  298  
21  548  176  835  64  710  
22  525  746  634  785  313  
23  476  976  861  172  601  
24  464  75  519  199  285  
25  461  941  327  778  578  
26  455  684  470  818  985  
27  415  326  703  770  708  
28  392  767  804  832  309  
29  361  195  594  11  352  
30  319  98  337  95  205  
31  309  8  69  71  79  
32  294  680  48  533  430  
33  271  681  425  455  842  
34  233  579  266  626  236  
35  137  699  204  287  314  
36  119  638  413  556  465  
37  101  516  612  593  304  
38  77  60  145  72  22  
39  58  612  456  601  749  
40  15  410  139  335  37  
