30 
1  902  675  941  538  359  
2  891  768  638  567  391  
3  886  363  611  181  222  
4  883  789  938  207  493  
5  876  252  403  649  883  
6  876  562  546  960  961  
7  842  746  210  231  529  
8  803  569  147  293  573  
9  772  29  586  136  996  
10  749  632  488  287  240  
11  733  822  599  210  899  
12  701  717  54  987  662  
13  622  69  708  642  403  
14  617  48  809  97  5  
15  599  116  790  595  588  
16  533  129  310  649  396  
17  503  174  679  853  444  
18  465  191  171  160  813  
19  404  238  115  376  208  
20  388  331  278  513  669  
21  289  305  233  649  241  
22  271  470  903  520  823  
23  242  402  197  157  119  
24  159  527  928  160  470  
25  62  572  799  885  644  
26  61  819  125  421  245  
27  56  221  387  420  201  
28  34  735  620  958  968  
29  24  377  26  23  320  
30  7  711  562  196  395  
