40 
1  998  998  985  
2  975  837  842  
3  967  984  975  
4  956  847  898  
5  928  686  630  
6  886  841  708  
7  880  772  873  
8  847  841  678  
9  830  946  952  
10  825  553  670  
11  765  638  709  
12  700  465  847  
13  693  938  729  
14  638  529  338  
15  630  714  430  
16  627  394  851  
17  619  375  371  
18  606  811  606  
19  598  507  944  
20  582  796  734  
21  557  235  442  
22  491  423  305  
23  461  406  431  
24  438  129  52  
25  390  429  421  
26  383  500  813  
27  368  456  304  
28  342  319  415  
29  334  158  256  
30  270  231  271  
31  202  491  622  
32  180  563  186  
33  163  460  302  
34  162  330  86  
35  136  183  240  
36  122  122  159  
37  107  471  414  
38  102  28  28  
39  50  6  8  
40  49  187  46  
