30 
1  967  986  917  977  
2  949  899  872  925  
3  888  856  624  618  
4  859  889  629  602  
5  847  460  375  700  
6  830  779  718  622  
7  790  934  882  904  
8  788  891  676  856  
9  692  877  795  823  
10  662  732  910  483  
11  662  820  908  873  
12  641  601  368  814  
13  635  791  474  501  
14  635  498  602  557  
15  613  415  451  673  
16  598  368  637  769  
17  524  601  562  539  
18  501  477  333  199  
19  499  601  562  728  
20  439  509  479  363  
21  431  403  370  306  
22  417  430  411  415  
23  336  161  374  445  
24  266  607  606  518  
25  264  561  378  620  
26  197  118  222  174  
27  173  328  359  567  
28  170  11  61  153  
29  80  197  254  70  
30  28  29  83  14  
