40 
1  997  148  46  
2  988  555  10  
3  967  600  18  
4  955  29  566  
5  918  698  32  
6  912  61  568  
7  903  692  44  
8  876  430  192  
9  868  65  672  
10  849  697  64  
11  781  395  303  
12  780  122  677  
13  768  15  901  
14  717  628  167  
15  705  364  387  
16  676  55  879  
17  668  529  350  
18  655  329  519  
19  629  72  874  
20  515  172  813  
21  477  732  356  
22  376  469  594  
23  360  396  747  
24  356  302  810  
25  320  135  943  
26  290  326  836  
27  270  436  767  
28  269  770  489  
29  228  565  784  
30  223  659  644  
31  155  675  672  
32  143  382  920  
33  135  869  462  
34  110  728  743  
35  103  594  855  
36  73  257  982  
37  73  863  602  
38  50  904  663  
39  49  432  960  
40  20  844  846  
