30 
1  984  641  770  
2  955  631  527  
3  908  908  363  
4  904  696  839  
5  765  557  444  
6  679  614  809  
7  669  804  837  
8  619  147  468  
9  584  392  358  
10  554  734  928  
11  538  543  778  
12  531  491  484  
13  420  304  252  
14  414  86  435  
15  402  625  123  
16  353  142  64  
17  328  678  737  
18  300  308  750  
19  290  292  293  
20  220  767  238  
21  207  113  154  
22  203  593  809  
23  193  18  751  
24  186  260  335  
25  101  246  8  
26  83  631  240  
27  44  18  99  
28  38  79  17  
29  12  77  5  
30  12  86  47  
