50 
1  994  160  49  
2  994  345  21  
3  970  177  183  
4  946  211  186  
5  941  73  469  
6  926  910  3  
7  914  826  16  
8  892  249  295  
9  858  93  646  
10  811  556  163  
11  796  582  150  
12  731  46  895  
13  724  789  83  
14  720  718  115  
15  715  131  715  
16  710  848  59  
17  695  210  648  
18  686  679  161  
19  679  770  129  
20  669  632  169  
21  648  774  151  
22  592  316  576  
23  591  125  862  
24  554  449  454  
25  515  815  155  
26  474  862  157  
27  453  540  528  
28  443  936  80  
29  427  119  909  
30  398  538  558  
31  347  697  445  
32  278  872  301  
33  255  450  787  
34  253  816  410  
35  252  545  702  
36  251  374  834  
37  215  700  567  
38  196  745  593  
39  193  791  487  
40  181  970  157  
41  177  855  458  
42  171  891  366  
43  167  979  166  
44  127  703  716  
45  118  397  924  
46  115  778  635  
47  97  397  921  
48  79  816  708  
49  49  875  688  
50  20  915  813  
