40 
1  991  412  659  928  
2  945  982  406  566  
3  906  582  370  769  
4  838  374  130  510  
5  817  370  124  667  
6  774  8  457  302  
7  738  658  310  774  
8  714  731  941  862  
9  700  662  893  818  
10  679  822  706  249  
11  666  321  163  815  
12  634  990  765  966  
13  621  556  93  927  
14  597  433  243  492  
15  579  854  164  262  
16  524  860  69  844  
17  517  310  895  106  
18  487  489  335  921  
19  476  502  642  603  
20  459  485  618  915  
21  444  730  294  681  
22  417  192  65  322  
23  406  562  994  368  
24  327  422  979  95  
25  320  551  761  448  
26  302  734  31  502  
27  278  648  953  108  
28  269  940  188  499  
29  254  901  699  513  
30  199  95  846  358  
31  68  320  368  688  
32  59  159  876  122  
33  53  440  825  142  
34  25  6  230  628  
35  19  67  641  405  
36  19  631  516  833  
37  16  324  842  849  
38  11  929  98  331  
39  9  114  279  344  
40  7  220  753  804  
