50 
1  960  372  81  165  873  
2  955  989  30  66  318  
3  949  798  83  233  359  
4  942  670  528  367  56  
5  937  242  91  718  454  
6  891  734  618  260  82  
7  852  993  13  687  51  
8  845  607  868  92  147  
9  826  236  466  502  449  
10  818  61  299  265  971  
11  798  7  935  205  797  
12  791  264  338  966  50  
13  782  451  302  154  806  
14  770  297  439  835  185  
15  727  14  871  886  248  
16  617  826  503  200  403  
17  614  914  38  319  697  
18  601  735  166  203  826  
19  594  622  236  918  125  
20  590  819  197  339  546  
21  587  388  620  600  276  
22  587  185  930  398  356  
23  562  8  992  291  629  
24  511  662  795  154  356  
25  479  155  762  802  269  
26  468  457  346  202  941  
27  452  871  366  551  225  
28  436  79  732  710  668  
29  413  672  228  337  868  
30  395  307  873  497  383  
31  314  51  298  965  797  
32  306  572  430  494  718  
33  281  998  55  771  72  
34  250  436  111  407  991  
35  222  989  13  985  67  
36  219  779  920  57  585  
37  212  906  913  257  109  
38  165  838  796  739  109  
39  161  470  998  193  198  
40  154  292  612  604  835  
41  145  705  33  899  872  
42  125  456  487  970  347  
43  96  916  701  333  454  
44  92  254  519  890  792  
45  79  537  999  526  53  
46  77  540  154  982  587  
47  70  725  232  685  839  
48  66  448  946  478  619  
49  50  785  307  484  929  
50  24  762  461  965  345  
