20 
1  903  638  649  823  391  
2  799  941  287  644  359  
3  790  403  160  588  883  
4  789  809  649  207  5  
5  768  310  520  567  396  
6  675  488  885  538  240  
7  586  197  420  996  119  
8  562  679  231  395  444  
9  546  611  210  961  222  
10  402  387  136  157  201  
11  363  599  960  181  899  
12  331  620  421  513  968  
13  252  928  595  649  470  
14  238  26  293  376  320  
15  233  938  97  241  493  
16  174  210  196  853  529  
17  147  115  23  573  208  
18  125  278  958  245  669  
19  69  171  987  642  813  
20  54  708  160  662  403  
