50 
1  986  857  799  929  
2  977  983  986  991  
3  960  835  875  978  
4  952  766  889  800  
5  932  923  815  936  
6  924  904  838  556  
7  909  916  834  892  
8  872  978  936  963  
9  868  853  838  868  
10  825  883  788  879  
11  821  922  823  776  
12  804  863  867  752  
13  793  939  910  955  
14  719  912  907  849  
15  716  820  664  474  
16  711  580  112  316  
17  695  283  630  466  
18  688  314  295  632  
19  688  681  817  569  
20  685  776  866  851  
21  680  844  915  691  
22  656  811  555  683  
23  634  706  925  673  
24  616  456  213  331  
25  615  279  610  364  
26  608  322  522  434  
27  605  559  683  460  
28  576  807  686  868  
29  567  206  175  318  
30  484  760  939  700  
31  467  655  833  646  
32  451  479  229  324  
33  451  779  315  340  
34  431  774  517  357  
35  406  393  584  392  
36  341  422  448  327  
37  306  590  180  244  
38  305  587  308  567  
39  277  65  134  366  
40  275  195  553  509  
41  243  636  690  529  
42  240  276  158  182  
43  211  160  109  115  
44  176  430  590  401  
45  169  153  155  368  
46  147  413  224  187  
47  82  262  290  200  
48  61  41  167  74  
49  25  58  127  42  
50  15  52  7  8  
