50 
1  991  891  595  
2  991  814  969  
3  982  389  589  
4  916  804  832  
5  890  744  793  
6  889  811  580  
7  889  843  489  
8  881  67  873  
9  862  249  332  
10  847  588  556  
11  846  865  932  
12  841  982  731  
13  820  537  703  
14  812  596  856  
15  806  828  783  
16  759  562  825  
17  736  291  402  
18  714  917  946  
19  710  120  769  
20  701  636  931  
21  674  856  703  
22  626  123  198  
23  593  269  45  
24  561  279  979  
25  550  783  684  
26  544  621  353  
27  527  845  637  
28  509  365  128  
29  501  639  674  
30  479  781  889  
31  434  767  485  
32  416  504  558  
33  389  276  806  
34  385  401  14  
35  378  979  134  
36  371  259  561  
37  369  259  5  
38  354  181  214  
39  345  616  874  
40  309  824  503  
41  282  512  839  
42  271  499  540  
43  257  825  704  
44  242  483  348  
45  230  622  650  
46  223  600  849  
47  169  367  387  
48  107  130  236  
49  84  399  331  
50  33  202  737  
